Model,MASE,MAE,RMSE,Inference Time (s)
Chronos-T5,1.0770255925706276,0.6622684995333353,0.9066427695737355,12.484147919999998
Chronos-2,1.4588993884990666,0.8970846335093179,1.1221630422123345,25.008317679000015
